station_id,flag,note
DESM_DEXX2770040,transfer,unterhalb Main-Muendung: Donau-Main-Ueberleitung (Brombachsee/Altmuehl -> Regnitz/Main) fuehrt in Trockenperioden bis 21 m3/s zusaetzliches Donauwasser in das Rheineinzugsgebiet
DESM_DEXX2790010,erosion,"Niederrhein-Erosionsstrecke; betrifft W, nicht Q"
DESM_DEXX2790010,mining,unterhalb Erft-Muendung (Neuss): Suempfungswaesser des Rheinischen Braunkohlereviers ueber Erft/Rur/Inde; RWE-Einleitungen bis ~150 Mio m3/a
DESM_DEXX2790010,reservoir,Alpine Speicherkraftwerke CH/AT (>2 km3 Speicherinhalt) + Bodensee-/Alpenrhein-Regulierung: saisonale Umverteilung Sommer->Winter praegt das Sommer-Niedrigwasser des Rheins; zusaetzlich Talsperrensysteme in Neckar-/Main-/Mosel-/Ruhr-Zufluessen
DESM_DEXX2790010,transfer,unterhalb Main-Muendung: Donau-Main-Ueberleitung (Brombachsee/Altmuehl -> Regnitz/Main) fuehrt in Trockenperioden bis 21 m3/s zusaetzliches Donauwasser in das Rheineinzugsgebiet
DESM_DEXX3390020,transfer,unterhalb Nasses Dreieck/Bevergern: Ems speist den Dortmund-Ems-Kanal; aus dem DEK wird Wasser ins Speicherbecken Geeste geleitet und der Ems bei Niedrigwasser gezielt wieder zugegeben (bis 23 Mio m3/a) - Niedrigwasserregime aktiv bewirtschaftet
DESM_DEXX3500015,transfer,unterhalb Nasses Dreieck/Bevergern: Ems speist den Dortmund-Ems-Kanal; aus dem DEK wird Wasser ins Speicherbecken Geeste geleitet und der Ems bei Niedrigwasser gezielt wieder zugegeben (bis 23 Mio m3/a) - Niedrigwasserregime aktiv bewirtschaftet
DESM_DEXX42900100,reservoir,"Fulda unterhalb Eder-Muendung: Edertalsperre steuert den Abfluss (bemerkung leer, aber Bewirtschaftung dokumentiert)"
DESM_DEXX43100109,reservoir,Edertalsperre (202 hm3) und Diemeltalsperre werden explizit zur Niedrigwasseraufhoehung der Oberweser fuer die Schifffahrt abgegeben (dokumentierte Bewirtschaftungsregel)
DESM_DEXX45100100,reservoir,Edertalsperre (202 hm3) und Diemeltalsperre werden explizit zur Niedrigwasseraufhoehung der Oberweser fuer die Schifffahrt abgegeben (dokumentierte Bewirtschaftungsregel)
DESM_DEXX45300200,reservoir,Edertalsperre (202 hm3) und Diemeltalsperre werden explizit zur Niedrigwasseraufhoehung der Oberweser fuer die Schifffahrt abgegeben (dokumentierte Bewirtschaftungsregel)
DESM_DEXX45900208,reservoir,Edertalsperre (202 hm3) und Diemeltalsperre werden explizit zur Niedrigwasseraufhoehung der Oberweser fuer die Schifffahrt abgegeben (dokumentierte Bewirtschaftungsregel)
DESM_DEXX47500200,reservoir,Edertalsperre (202 hm3) und Diemeltalsperre werden explizit zur Niedrigwasseraufhoehung der Oberweser fuer die Schifffahrt abgegeben (dokumentierte Bewirtschaftungsregel)
DESM_DEXX47500200,transfer,unsicher: unterhalb Minden: Speisung des Mittellandkanals durch Pumpwerk Minden entnimmt der Weser Wasser (Vorbehalt: Umfang nicht quantifiziert)
DESM_DEXX47900209,reservoir,Edertalsperre (202 hm3) und Diemeltalsperre werden explizit zur Niedrigwasseraufhoehung der Oberweser fuer die Schifffahrt abgegeben (dokumentierte Bewirtschaftungsregel)
DESM_DEXX47900209,transfer,unsicher: unterhalb Minden: Speisung des Mittellandkanals durch Pumpwerk Minden entnimmt der Weser Wasser (Vorbehalt: Umfang nicht quantifiziert)
DESM_DEXX48900204,reservoir,"sechs Harzwasserwerke-Talsperren im Aller-EZG (Oker, Grane, Soese, Oder, Innerste, Ecker; zusammen ~180 hm3) mit dokumentierter Niedrigwasseraufhoehung von Oker/Innerste/Leine"
DESM_DEXX48900204,transfer,"Harzwasserwerke exportieren Fernwasser aus dem Harz nach Hannover/Bremen/Goettingen, also aus dem Aller-EZG heraus; dazu Beileitungen zwischen den Harztalsperren (Grane <- Innerste, Ecker/Oder-Ueberleitungen)"
DESM_DEXX49100101,reservoir,Edertalsperre (202 hm3) und Diemeltalsperre werden explizit zur Niedrigwasseraufhoehung der Oberweser fuer die Schifffahrt abgegeben (dokumentierte Bewirtschaftungsregel)
DESM_DEXX49100101,transfer,unsicher: unterhalb Minden: Speisung des Mittellandkanals durch Pumpwerk Minden entnimmt der Weser Wasser (Vorbehalt: Umfang nicht quantifiziert)
DESM_DEXX501010,reservoir,"Moldau-Kaskade (Orlik/Slapy/Lipno, >1.4 km3) wird explizit zur Niedrigwasseraufhoehung der Elbe fuer die Schifffahrt bewirtschaftet; zusaetzlich Saale-Kaskade und saechsische/tschechische Trinkwassertalsperren"
DESM_DEXX501060,reservoir,"Moldau-Kaskade (Orlik/Slapy/Lipno, >1.4 km3) wird explizit zur Niedrigwasseraufhoehung der Elbe fuer die Schifffahrt bewirtschaftet; zusaetzlich Saale-Kaskade und saechsische/tschechische Trinkwassertalsperren"
DESM_DEXX501261,erosion,"bekannte Elbe-Sohlerosionsstrecke; betrifft W, nicht Q"
DESM_DEXX501261,reservoir,"Moldau-Kaskade (Orlik/Slapy/Lipno, >1.4 km3) wird explizit zur Niedrigwasseraufhoehung der Elbe fuer die Schifffahrt bewirtschaftet; zusaetzlich Saale-Kaskade und saechsische/tschechische Trinkwassertalsperren"
DESM_DEXX501420,erosion,"bekannte Elbe-Sohlerosionsstrecke; betrifft W, nicht Q"
DESM_DEXX501420,mining,"unterhalb Muendung Schwarze Elster (bzw. Mulde/Saale): Lausitzer und mitteldeutsche Bergbauwaesser, Restseeflutung, Suempfungswasser"
DESM_DEXX501420,reservoir,"Moldau-Kaskade (Orlik/Slapy/Lipno, >1.4 km3) wird explizit zur Niedrigwasseraufhoehung der Elbe fuer die Schifffahrt bewirtschaftet; zusaetzlich Saale-Kaskade und saechsische/tschechische Trinkwassertalsperren"
DESM_DEXX502010,erosion,"bekannte Elbe-Sohlerosionsstrecke; betrifft W, nicht Q"
DESM_DEXX502010,mining,"unterhalb Muendung Schwarze Elster (bzw. Mulde/Saale): Lausitzer und mitteldeutsche Bergbauwaesser, Restseeflutung, Suempfungswasser"
DESM_DEXX502010,reservoir,"Moldau-Kaskade (Orlik/Slapy/Lipno, >1.4 km3) wird explizit zur Niedrigwasseraufhoehung der Elbe fuer die Schifffahrt bewirtschaftet; zusaetzlich Saale-Kaskade und saechsische/tschechische Trinkwassertalsperren"
DESM_DEXX502070,mining,"unterhalb Muendung Schwarze Elster (bzw. Mulde/Saale): Lausitzer und mitteldeutsche Bergbauwaesser, Restseeflutung, Suempfungswasser"
DESM_DEXX502070,reservoir,"Moldau-Kaskade (Orlik/Slapy/Lipno, >1.4 km3) wird explizit zur Niedrigwasseraufhoehung der Elbe fuer die Schifffahrt bewirtschaftet; zusaetzlich Saale-Kaskade und saechsische/tschechische Trinkwassertalsperren"
DESM_DEXX502180,mining,"unterhalb Muendung Schwarze Elster (bzw. Mulde/Saale): Lausitzer und mitteldeutsche Bergbauwaesser, Restseeflutung, Suempfungswasser"
DESM_DEXX502180,reservoir,"Moldau-Kaskade (Orlik/Slapy/Lipno, >1.4 km3) wird explizit zur Niedrigwasseraufhoehung der Elbe fuer die Schifffahrt bewirtschaftet; zusaetzlich Saale-Kaskade und saechsische/tschechische Trinkwassertalsperren"
DESM_DEXX502350,mining,"unterhalb Muendung Schwarze Elster (bzw. Mulde/Saale): Lausitzer und mitteldeutsche Bergbauwaesser, Restseeflutung, Suempfungswasser"
DESM_DEXX502350,reservoir,"Moldau-Kaskade (Orlik/Slapy/Lipno, >1.4 km3) wird explizit zur Niedrigwasseraufhoehung der Elbe fuer die Schifffahrt bewirtschaftet; zusaetzlich Saale-Kaskade und saechsische/tschechische Trinkwassertalsperren"
DESM_DEXX503050,mining,"unterhalb Muendung Schwarze Elster (bzw. Mulde/Saale): Lausitzer und mitteldeutsche Bergbauwaesser, Restseeflutung, Suempfungswasser"
DESM_DEXX503050,reservoir,"Moldau-Kaskade (Orlik/Slapy/Lipno, >1.4 km3) wird explizit zur Niedrigwasseraufhoehung der Elbe fuer die Schifffahrt bewirtschaftet; zusaetzlich Saale-Kaskade und saechsische/tschechische Trinkwassertalsperren"
DESM_DEXX570810,mining,"unterhalb Muendung Weisze Elster: Bergbauwaesser und Restseeflutung des Mitteldeutschen Reviers (Leipziger Suedraum, Geiseltal, Suedharz-Kali)"
DESM_DEXX570810,reservoir,Saale-Kaskade (Bleiloch/Hohenwarte) oberhalb; zusaetzlich Talsperren im Weisze-Elster- und Unstrut-System
DESM_DEXX570910,mining,"unterhalb Muendung Weisze Elster: Bergbauwaesser und Restseeflutung des Mitteldeutschen Reviers (Leipziger Suedraum, Geiseltal, Suedharz-Kali)"
DESM_DEXX570910,reservoir,Saale-Kaskade (Bleiloch/Hohenwarte) oberhalb; zusaetzlich Talsperren im Weisze-Elster- und Unstrut-System
DESM_DEXX570940,mining,"unterhalb Muendung Weisze Elster: Bergbauwaesser und Restseeflutung des Mitteldeutschen Reviers (Leipziger Suedraum, Geiseltal, Suedharz-Kali)"
DESM_DEXX570940,reservoir,Saale-Kaskade (Bleiloch/Hohenwarte) oberhalb; zusaetzlich Talsperren im Weisze-Elster- und Unstrut-System
DESM_DEXX580430,mining,unsicher: fuehrt Spreewasser und damit Lausitzer Bergbau-/Flutungswasser (Vorbehalt: Anteil variabel)
DESM_DEXX580430,transfer,Untere Havel-Wasserstrasze: staugeregelte Bundeswasserstrasze mit kuenstlicher Abflussaufteilung (Havel/Gnevsdorfer Vorflut) und Kanalverbindungen
DESM_DEXX580520,mining,unsicher: fuehrt Spreewasser und damit Lausitzer Bergbau-/Flutungswasser (Vorbehalt: Anteil variabel)
DESM_DEXX580520,transfer,Untere Havel-Wasserstrasze: staugeregelte Bundeswasserstrasze mit kuenstlicher Abflussaufteilung (Havel/Gnevsdorfer Vorflut) und Kanalverbindungen
DESM_DEXX580601,mining,unsicher: fuehrt Spreewasser und damit Lausitzer Bergbau-/Flutungswasser (Vorbehalt: Anteil variabel)
DESM_DEXX580601,transfer,Untere Havel-Wasserstrasze: staugeregelte Bundeswasserstrasze mit kuenstlicher Abflussaufteilung (Havel/Gnevsdorfer Vorflut) und Kanalverbindungen
DESM_DEXX580790,mining,unsicher: fuehrt Spreewasser und damit Lausitzer Bergbau-/Flutungswasser (Vorbehalt: Anteil variabel)
DESM_DEXX580790,transfer,Untere Havel-Wasserstrasze: staugeregelte Bundeswasserstrasze mit kuenstlicher Abflussaufteilung (Havel/Gnevsdorfer Vorflut) und Kanalverbindungen
DESM_DEXX581591,transfer,"Havel-Oder-Wasserstrasze: Schleusen-/Wehrbetrieb, Verbindung Havel <-> Oder"
DESM_DEXX582670,mining,Mueggelspree unterhalb Lausitzer Revier
DESM_DEXX582670,transfer,Pegel in der Spree-Oder-Wasserstrasze; Abfluss durch Schleusen-/Wehrbetrieb und Kanalverbindungen zur Oder bestimmt
DESM_DEXX585920,mining,"unsicher: Kanalwasser stammt aus der Spree, also anteilig aus Lausitzer Bergbauwasser"
DESM_DEXX585920,transfer,Pegel in der Spree-Oder-Wasserstrasze (EZG-Angabe 70 km2 ist kein hydrologisches Einzugsgebiet); Abfluss = Schleusen- und Kanalbetrieb
DESM_DEXX586280,mining,"unsicher: Anteil Lausitzer Bergbauwasser ueber die Dahme-Umflut, Anteil variabel"
DESM_DEXX586280,transfer,"Dahme-Wasserstrasze, Schleusen-/Wehrbetrieb und Spree-Ueberleitung ueber die Dahme-Umflut"
DESM_DEXX587020,mining,unsicher: Speisung aus der Spree (Lausitzer Bergbauwasser)
DESM_DEXX587020,transfer,"Teltowkanal: kuenstliche Wasserstrasze, Abfluss durch Wehr/Schleuse Kleinmachnow und Spree-Ueberleitung gesteuert"
DESM_DEXX603000,mining,unsicher: Grubenwasserhaltung des oberschlesischen Steinkohlereviers speist erhebliche Wassermengen in die Oder (Vorbehalt: Mengengeruest nicht belegt)
DESM_DEXX603000,reservoir,"unsicher: polnisch/tschechische Speicherkaskaden im Oder-EZG (Nysa Klodzka-Kaskade Otmuchow/Nysa, Turawa, Sleszska Harta) werden zur Niedrigwasseraufhoehung fuer die Schifffahrt bewirtschaftet - Vorbehalt: keine deutsche Bewirtschaftungsdokumentation"
DESM_DEXX603080,mining,unsicher: Grubenwasserhaltung des oberschlesischen Steinkohlereviers speist erhebliche Wassermengen in die Oder (Vorbehalt: Mengengeruest nicht belegt)
DESM_DEXX603080,reservoir,"unsicher: polnisch/tschechische Speicherkaskaden im Oder-EZG (Nysa Klodzka-Kaskade Otmuchow/Nysa, Turawa, Sleszska Harta) werden zur Niedrigwasseraufhoehung fuer die Schifffahrt bewirtschaftet - Vorbehalt: keine deutsche Bewirtschaftungsdokumentation"
